,,Burglary/Breaking & Entering,All Other Larceny,Destruction/Damage/Vandalism of Property,Motor Vehicle Theft,Simple Assault,Shoplifting,Aggravated Assault,Intimidation,Theft From Building,Theft of Motor Vehicle Parts or Accessories,Robbery,Trespass of Real Property,Impersonation,Credit Card/Automated Teller Machine Fraud,"Family Offenses, Nonviolent",Drug/Narcotic Violations,Driving Under the Influence,False Pretenses/Swindle/Confidence Game,Weapon Law Violations,Bad Checks,Counterfeiting/Forgery,Prostitution,Stolen Property Offenses,Pocket-picking,Fondling,Drug Equipment Violations,Wire Fraud,Embezzlement,Rape,Liquor Law Violations,Sodomy,Curfew/Loitering/Vagrancy Violations,Arson,Purse-snatching,Sexual Assault With An Object,Kidnapping/Abduction,Peeping Tom,Welfare Fraud,Extortion/Blackmail,Incest,Identity Theft,Assisting or Promoting Prostitution,Murder & Nonnegligent Manslaughter,Pornography/Obscene Material,Theft From Coin-Operated Machine or Device,Negligent Manslaughter,Justifiable Homicide,Betting/Wagering,Statutory Rape,Theft From Motor Vehicle,Hacking/Computer Invasion,Animal Cruelty,Purchasing Prostitution,Drunkenness,"Human Trafficking, Commercial Sex Acts",Bribery,Operating/Promoting/Assisting Gambling,Gambling Equipment Violation,"Human Trafficking, Involuntary Servitude"
8,2009,,0.09473684210526316,0.0862936183590066,0.08858151854031783,0.09114173228346456,0.08329477093937991,0.08270676691729323,0.09694323144104804,0.0924956369982548,0.08104956268221575,,0.09726962457337884,0.07457627118644068,0.0836627140974967,0.08342480790340286,0.08082191780821918,0.08649959579628133,0.07692307692307693,0.08291873963515754,,0.08605341246290801,0.1118421052631579,0.06637168141592921,,0.13157894736842105,0.08835341365461848,0.06382978723404255,0.08433734939759036,0.06422018348623854,,0.13333333333333333,0.1487603305785124,0.10738255033557047,0.1111111111111111,,0.09259259259259259,0.125,,0.045454545454545456,,,0.17391304347826086,0.15,,0.1,,,,,,,,,,,,,,
8,2010,0.08863706923315741,0.09360593305271597,0.08356964136780651,0.0700280112044818,0.08839024390243902,0.07540444200712915,0.10778097982708934,0.08679762448606669,0.09176717357105402,0.09196675900277008,0.08924806746310611,0.07896995708154507,0.07764390896921017,,0.09217577706323687,0.07941303409581356,0.07757296466973887,0.0959409594095941,0.06712564543889846,0.07095926412614981,0.09737827715355805,,0.07983193277310924,0.02666666666666667,0.08376963350785341,,0.08928571428571429,0.08148148148148149,0.06060606060606061,0.0821529745042493,0.18181818181818182,,0.08928571428571429,0.12727272727272726,0.2,0.043478260869565216,0.2222222222222222,,,,,0.15625,0.1111111111111111,,0.10344827586206896,,,,,,,,,,,,,,
8,2011,0.08397171479080731,0.10071112819527196,0.09310043668122271,0.09350649350649351,0.08921490880253767,0.08862240421175782,0.10942760942760943,0.09140586189766518,0.078536847767617,0.0792332268370607,0.08655876143560873,0.09391675560298826,0.08581436077057793,0.08128704487722269,0.08918617614269789,0.08056872037914692,,0.07971014492753623,0.08360655737704918,0.08856088560885608,0.07301587301587302,0.051470588235294115,0.12184873949579832,0.1932367149758454,0.10982658959537572,0.11764705882352941,0.060240963855421686,0.048,0.11458333333333333,0.09844559585492228,,0.05194805194805195,0.1686746987951807,0.09836065573770492,,0.14893617021276595,0.07142857142857142,,,,,0.05555555555555555,0.09090909090909091,0.18181818181818182,0.08823529411764706,,,,0.09090909090909091,,,,,,,,,,
8,2012,0.08460598656078192,0.09542483660130718,0.09249779346866725,0.09448818897637795,0.08745476477683957,0.09379968203497616,0.0887055183084064,0.09586056644880174,0.08656399362719065,0.08450704225352113,0.10144927536231885,0.07740585774058577,0.11394302848575712,0.08212209302325581,0.09067017082785808,0.06309751434034416,0.060534591194968554,0.1066066066066066,0.09864603481624758,0.11811023622047244,0.09309309309309309,0.09623430962343096,0.0947867298578199,0.07471264367816093,0.042682926829268296,0.09502262443438914,0.08849557522123894,0.07462686567164178,0.05785123966942149,0.13043478260869565,0.08823529411764706,0.05454545454545454,0.10810810810810811,0.19148936170212766,0.15384615384615385,0.06666666666666667,,0.1111111111111111,0.12,,,0.08333333333333333,0.041666666666666664,,0.047619047619047616,,,,0.1111111111111111,,,,,,,,,,
8,2013,0.08304735758407687,0.09601449275362318,0.08286713286713286,0.07908941563013377,0.08666256914566688,0.07994114762138303,0.09340044742729306,0.09715512614063339,0.0811232449297972,0.07991660875608061,0.09868831980012492,0.09392712550607288,0.06592039800995025,0.07794117647058824,0.08816425120772947,0.07589285714285714,0.0891891891891892,0.08833922261484099,0.09293680297397769,0.1026694045174538,0.05865921787709497,0.005128205128205128,0.09016393442622951,0.05701754385964912,0.1103448275862069,0.08287292817679558,0.11764705882352941,0.050359712230215826,0.10714285714285714,0.08783783783783784,0.0967741935483871,0.07017543859649122,0.034482758620689655,0.05555555555555555,0.25,0.08888888888888889,0.125,,0.1,,0.23529411764705882,0.15384615384615385,,0.045454545454545456,,,,,0.25,,,,,,,,,,
8,2014,0.08605466012613876,0.09672853098458635,0.08521739130434783,0.06931053301800982,0.09901185770750988,0.08736059479553904,0.09244532803180915,0.0804953560371517,0.0850954100051573,0.08044473512099411,0.09499683343888538,0.08339429407461595,,0.07890365448504984,0.08930540242557883,0.07232401157184185,0.07593688362919132,0.08437856328392246,0.08775510204081632,0.09746588693957114,0.09736842105263158,0.05,0.09274193548387097,0.10588235294117647,0.07909604519774012,0.05699481865284974,0.06862745098039216,0.0784313725490196,0.1450381679389313,0.112,,,0.0958904109589041,0.09375,,0.12727272727272726,0.2222222222222222,,0.1,,0.125,,0.043478260869565216,0.15384615384615385,0.05,,0.2,,,,,,,,,,,,
8,2015,0.08376135914658238,0.091796875,0.09242854755139562,0.0699715982442551,0.09113300492610837,0.07822744743386842,0.10498812351543943,0.08756218905472637,0.08324821246169561,0.09743589743589744,0.08527131782945736,0.08405664687071722,0.05804195804195804,0.1058574453069866,,0.07192737430167598,0.08780487804878048,0.09325153374233129,0.12005649717514125,0.08771929824561403,0.09903381642512077,0.10410094637223975,0.0625,0.07389162561576355,0.04739336492890995,0.10555555555555556,0.08074534161490683,0.06989247311827956,0.10434782608695652,0.07207207207207207,0.06896551724137931,0.02127659574468085,0.14130434782608695,0.09090909090909091,,0.10256410256410256,,,0.125,,0.09090909090909091,0.11538461538461539,0.15384615384615385,,0.1111111111111111,,,0.5,0.3333333333333333,,,,,,,,,,
8,2016,0.07034044244270764,0.08888489854551984,0.0847832964251819,0.08383233532934131,0.09351598173515982,0.09232688708671241,0.09373591707976565,0.09095238095238095,0.079002079002079,0.07692307692307693,0.0901481004507405,0.07733050847457627,0.08695652173913043,0.08102189781021898,0.07308970099667775,0.09596577017114914,0.08319039451114923,0.1050228310502283,0.09036144578313253,0.07083333333333333,0.07580174927113703,0.019002375296912115,0.07253886010362694,0.10362694300518134,0.09523809523809523,0.056338028169014086,0.11560693641618497,0.10884353741496598,0.07575757575757576,0.045454545454545456,0.10526315789473684,0.03225806451612903,0.09803921568627451,0.15,,0.0847457627118644,0.1111111111111111,,0.08823529411764706,,0.11428571428571428,0.06896551724137931,0.05,0.07692307692307693,0.21428571428571427,,,,,,,,,,,,,,
8,2017,0.08446726572528883,0.10210614995787701,0.08910295003010235,0.10013495276653171,0.08845470692717584,0.08726662471155863,0.09815469179426776,0.08013120899718838,0.08646616541353383,0.09475951184493898,0.08955223880597014,0.08800204655922231,0.07142857142857142,0.07292370020256583,0.08981380065717415,0.09534992954438704,0.08037653874004344,0.08236434108527131,0.09067688378033206,0.10294117647058823,0.09206349206349207,0.024793388429752067,0.08686868686868687,0.09659090909090909,0.09923664122137404,0.1326530612244898,0.060240963855421686,0.09090909090909091,0.05583756345177665,0.0898876404494382,0.03278688524590164,0.08333333333333333,0.11409395973154363,0.1111111111111111,,0.07692307692307693,,,0.10126582278481013,,0.08333333333333333,,0.1111111111111111,,0.038461538461538464,,,,0.16666666666666666,,,,,,0.5,,,,
8,2018,0.08562615669339914,0.09192073170731707,0.08073973838520523,0.09148572822639668,,,0.09894889452700253,0.1008437123342708,0.08517188301693177,0.09602194787379972,0.09053497942386832,,0.08788598574821853,0.07894736842105263,0.10734463276836158,0.10308236483072258,0.07338129496402877,,,0.09375,,0.009009009009009009,0.09943181818181818,0.11574074074074074,,0.08602150537634409,0.0880281690140845,0.047619047619047616,0.10426540284360189,0.12195121951219512,0.07792207792207792,0.09375,0.11607142857142858,0.05555555555555555,0.05,0.13580246913580246,,,0.06862745098039216,,0.04807692307692308,,0.0625,,,,,,0.4,,,,,,,,,,
8,2019,0.08792359021326704,0.09569521523923803,0.09958649207443143,0.10448509145577549,0.08957625603432863,0.08114083572849878,0.09221160911094783,0.08612273361227336,,0.09252669039145907,0.09067524115755626,0.06821665815022994,0.027692307692307693,0.07100085543199315,0.03514376996805112,0.07302631578947369,0.08522727272727272,0.07983193277310924,0.08282208588957055,0.043689320388349516,0.09907834101382489,0.4393939393939394,0.128,0.11885245901639344,0.07468879668049792,0.05128205128205128,0.08417508417508418,0.043010752688172046,,0.18840579710144928,0.18666666666666668,0.10869565217391304,0.08108108108108109,0.12,,0.10569105691056911,0.2,,0.10526315789473684,,0.11060606060606061,,0.15625,0.12,0.030303030303030304,,,,,,0.10526315789473684,0.35294117647058826,,,,,,,
8,2020,,0.09078990494919699,0.10198257735055573,0.10056657223796034,0.09442691903259727,0.07012002526847758,0.10285285285285285,0.0862009037191519,0.07264957264957266,0.10634920634920635,0.10476830087306917,0.058307926829268296,0.11538461538461539,0.07124681933842239,0.09302325581395349,0.04608788853161844,0.06412825651302605,0.07867132867132867,0.06472491909385113,0.05263157894736842,0.0967741935483871,,0.06290322580645161,0.06666666666666667,0.08888888888888889,0.04285714285714286,0.08365758754863813,0.11764705882352941,0.08379888268156424,0.034482758620689655,0.043478260869565216,0.043478260869565216,0.17543859649122806,0.07407407407407407,0.13953488372093023,0.09230769230769231,0.06666666666666667,,0.06666666666666667,,,,0.125,0.15384615384615385,0.08333333333333333,,,,0.2,0.07899343544857768,0.03076923076923077,0.11538461538461539,,,,,,,
8,2021,0.07421358037259493,0.09488700112197468,,0.09176205667104523,0.09118086696562033,0.0815396302861484,0.10515215426333233,,0.09934138309549945,0.1047468908740585,0.09469480889903023,0.09150684931506849,0.07207207207207207,0.07575757575757576,0.04918032786885246,0.05898876404494382,0.08181818181818182,0.07936507936507936,0.10553633217993079,0.07407407407407407,0.04918032786885246,,0.07364975450081833,0.0641025641025641,0.08227848101265822,0.08108108108108109,,0.08333333333333333,0.1005586592178771,,0.0375,0.07692307692307693,,0.10344827586206896,0.045454545454545456,0.09782608695652174,,,0.07142857142857142,,0.0850546780072904,0.2,0.12195121951219512,0.029411764705882353,0.07692307692307693,,,,0.2857142857142857,,,,0.2,,0.125,,,,
8,2022,0.07592891760904685,,0.08471531232725263,,0.09026409144659046,0.06754568586629656,,0.09485879797248371,0.09686888454011741,,0.10238907849829351,0.0898876404494382,0.1111111111111111,0.08961593172119488,0.16,0.11674347158218126,0.0983858570330515,0.11206896551724138,0.09079903147699758,0.058823529411764705,0.10434782608695652,,,0.0970873786407767,0.10614525139664804,0.25,0.08991825613079019,0.04878048780487805,0.12804878048780488,0.0625,,0.16666666666666666,0.09392265193370165,0.06666666666666667,0.17777777777777778,,,,,,0.07723035952063914,0.16666666666666666,,0.022222222222222223,0.07692307692307693,1.0,,,,,0.06451612903225806,0.02702702702702703,,,0.08333333333333333,,,,
9,1920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2000,,0.25,,,0.3333333333333333,,,,0.5,,,,0.09090909090909091,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2001,0.16666666666666666,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2003,1.0,,,,,,,,,,,,0.045454545454545456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2004,0.5,,0.25,,,,,,,,,,0.025,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,
9,2005,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2006,,0.15789473684210525,,,0.3333333333333333,,,,,,,,,0.1111111111111111,0.10526315789473684,,,0.14285714285714285,,0.1,,,,,,,0.5,0.1,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,
9,2007,0.039473684210526314,0.10526315789473684,0.109375,0.034482758620689655,0.041666666666666664,,0.16666666666666666,0.16666666666666666,0.07142857142857142,0.041666666666666664,0.2857142857142857,,,0.10638297872340426,0.029411764705882353,0.3333333333333333,,0.08450704225352113,,0.09433962264150944,,,,,0.1,,0.14285714285714285,0.08333333333333333,,,0.6,,,,,,,,,,,0.3333333333333333,,,,,,,,0.02857142857142857,,,,,,,,,
9,2008,0.09259823332318001,0.08209437621202327,0.0947098976109215,0.0967238689547582,0.09627611262488647,0.08458066048942742,0.08945908460471567,0.09544787077826726,0.08136004857316333,0.10681586978636826,0.09412470023980815,0.09523809523809523,0.09050772626931568,0.09934640522875816,0.088348271446863,,0.09380863039399624,0.07332293291731669,0.10596026490066225,0.09479305740987984,0.09411764705882353,0.07664233576642336,0.08396946564885496,0.08097165991902834,0.12290502793296089,0.10647181628392484,0.11764705882352941,,0.11851851851851852,0.11959287531806616,0.10526315789473684,0.11764705882352941,0.1411764705882353,,,0.07407407407407407,,,0.037037037037037035,,,0.07692307692307693,0.03571428571428571,,0.17647058823529413,0.5,,0.3333333333333333,,,,,,,,,1.0,,
9,2009,,0.0916013437849944,0.09210939955988683,0.09535020600353149,0.0812992125984252,0.07195742711707542,0.10584152689415847,0.07641921397379912,0.08726003490401396,0.08104956268221575,,0.11092150170648464,0.06949152542372881,0.07839262187088274,0.07464324917672886,0.07899543378995434,0.07841552142279709,0.07371794871794872,0.09618573797678276,,0.05934718100890208,0.1118421052631579,0.08849557522123894,,0.10526315789473684,0.07429718875502007,0.14893617021276595,0.060240963855421686,0.09174311926605505,,,0.06611570247933884,0.06040268456375839,0.07407407407407407,,0.07407407407407407,0.25,,0.09090909090909091,,,0.08695652173913043,,,0.1,,,,,,,,,,,,,,
9,2010,0.09143123253647935,0.08999799559029865,0.08240200166805671,0.07563025210084033,0.07921951219512195,0.08280778722237456,0.09798270893371758,0.08359981726815897,0.09438909281594127,0.08310249307479224,0.07378777231201687,0.09012875536480687,0.07764390896921017,,0.0707395498392283,0.07121277514026758,0.08755760368663594,0.07011070110701106,0.09466437177280551,0.08672798948751642,0.0449438202247191,,0.0546218487394958,0.06666666666666667,0.07853403141361257,,0.10714285714285714,0.08148148148148149,0.08080808080808081,0.0764872521246459,0.09090909090909091,,0.09821428571428571,0.07272727272727272,,0.043478260869565216,,,,,0.2,0.0625,0.2222222222222222,0.09090909090909091,0.10344827586206896,,,,0.07692307692307693,,,,,,,,,,
9,2011,0.08279316440777844,0.09917355371900827,0.07563318777292577,0.09581529581529581,0.08604282315622522,0.09330213512723018,0.09876543209876543,0.08246398410332836,0.07100591715976332,0.08370607028753993,0.0781140042223786,0.09178228388473852,0.07005253940455342,0.05842506350550381,0.08695652173913043,0.08471563981042654,,0.11231884057971014,0.09180327868852459,0.07749077490774908,0.06666666666666667,0.13725490196078433,0.10084033613445378,0.1932367149758454,0.06358381502890173,0.08288770053475936,0.07228915662650602,0.12,0.125,0.08808290155440414,,0.07792207792207792,0.0963855421686747,0.06557377049180328,,0.0851063829787234,,,0.14285714285714285,,,0.16666666666666666,0.13636363636363635,,0.029411764705882353,,,,0.09090909090909091,,,,,,,,,,
9,2012,0.0824679291386683,0.1030812324929972,0.08120035304501325,0.09014390442573988,0.09227985524728588,0.07722007722007722,0.09747292418772563,0.09912854030501089,0.08019118428040362,0.09233176838810642,0.09592822636300898,0.09937238493723849,0.07946026986506746,0.07412790697674419,0.09461235216819974,0.07839388145315487,0.06525157232704402,0.1006006006006006,0.07736943907156674,0.08661417322834646,0.07807807807807808,0.08368200836820083,0.09004739336492891,0.12643678160919541,0.054878048780487805,0.07692307692307693,0.017699115044247787,0.12686567164179105,0.1322314049586777,0.10326086956521739,0.08823529411764706,0.12727272727272726,0.10810810810810811,0.10638297872340426,0.07692307692307693,0.06666666666666667,0.07692307692307693,,0.04,,,0.08333333333333333,,0.21428571428571427,0.14285714285714285,,,,0.1111111111111111,,,,,,,,,,
9,2013,0.08359643102264928,0.09123847167325429,0.08251748251748252,0.10232339826331847,0.09076009014546199,0.08410985777341834,0.0878076062639821,0.0821256038647343,0.08372334893395736,0.09103544127866574,0.07557776389756403,0.0931174089068826,0.05970149253731343,0.07867647058823529,0.06884057971014493,0.07961309523809523,0.07297297297297298,0.08716136631330977,0.09479553903345725,0.09240246406570841,0.07541899441340782,0.010256410256410256,0.08196721311475409,0.08771929824561403,0.041379310344827586,0.0856353591160221,0.10784313725490197,0.1079136690647482,0.03571428571428571,0.07432432432432433,0.03225806451612903,0.07017543859649122,0.06896551724137931,0.027777777777777776,0.08333333333333333,0.044444444444444446,0.125,,0.15,,0.17647058823529413,0.038461538461538464,0.16666666666666666,0.09090909090909091,0.034482758620689655,,,,,,,,,,,,,,
9,2014,0.08521373510861949,0.10003145643284052,0.08,0.0794979079497908,0.08181818181818182,0.08271375464684015,0.10089463220675944,0.0784313725490196,0.06910778751933987,0.08763897972531066,0.09689677010766308,0.08339429407461595,,0.08554817275747509,0.08269018743109151,0.07232401157184185,0.06804733727810651,0.07069555302166476,0.08163265306122448,0.10916179337231968,0.09736842105263158,0.08214285714285714,0.10483870967741936,0.07450980392156863,0.096045197740113,0.06217616580310881,0.0392156862745098,0.08496732026143791,0.03816793893129771,0.064,0.037037037037037035,0.023809523809523808,0.0958904109589041,,0.09090909090909091,0.05454545454545454,,,0.1,,0.125,,0.13043478260869565,,0.1,,,,0.14285714285714285,,,,,,,,,,
9,2015,0.07994205188989859,0.08365885416666667,0.0767173658699649,0.08081590498321714,0.08469117089806745,0.07800135654533122,0.08028503562945369,0.08756218905472637,0.09856996935648621,0.07948717948717948,0.08914728682170543,0.08222932846048424,0.05174825174825175,0.10444601270289344,,0.08729050279329609,0.07414634146341463,0.07607361963190185,0.09322033898305085,0.08552631578947369,0.09178743961352658,0.07570977917981073,0.07738095238095238,0.06896551724137931,0.11848341232227488,0.05,0.049689440993788817,0.10215053763440861,0.05217391304347826,0.05405405405405406,0.13793103448275862,0.06382978723404255,0.08695652173913043,0.09090909090909091,,0.07692307692307693,0.21428571428571427,0.5,0.05,,0.13636363636363635,0.07692307692307693,0.07692307692307693,,,,,,,,,,,,,,,,
9,2016,0.08491190886210094,0.0863709822230203,0.07829800695982284,0.07544910179640718,0.08621004566210046,0.07361197754210855,0.08877872915727805,0.0761904761904762,0.06340956340956341,0.07202797202797202,0.08306503541532517,0.07838983050847458,0.07383100902378999,0.0905109489051095,0.059800664451827246,0.09352078239608802,0.08061749571183534,0.07534246575342465,0.0783132530120482,0.0875,0.07871720116618076,0.0498812351543943,0.09326424870466321,0.08808290155440414,0.07142857142857142,0.08450704225352113,0.08092485549132948,0.06802721088435375,0.12121212121212122,0.08181818181818182,0.05263157894736842,0.06451612903225806,0.10784313725490197,0.15,0.3,0.05084745762711865,0.2222222222222222,,0.058823529411764705,,0.14285714285714285,0.06896551724137931,,0.07692307692307693,0.07142857142857142,,,,,,,,,,,,,,
9,2017,0.08446726572528883,0.0903117101937658,0.08217940999397953,0.09014844804318488,0.08312611012433392,0.07530941892175372,0.08323517864153906,0.09372071227741331,0.09163533834586467,0.07968413496051686,0.08111615833874107,0.08314146840624201,0.0686456400742115,0.07359891964888589,0.0887185104052574,0.08219821512447158,0.07965242577842144,0.07073643410852713,0.07407407407407407,0.0861344537815126,0.047619047619047616,0.01928374655647383,0.07878787878787878,0.0625,0.08778625954198473,0.061224489795918366,0.08032128514056225,0.1258741258741259,0.07106598984771574,0.11235955056179775,0.13114754098360656,0.13333333333333333,0.06040268456375839,0.1111111111111111,,0.0641025641025641,,,0.13924050632911392,,0.125,0.05555555555555555,0.1111111111111111,0.045454545454545456,0.038461538461538464,,,,,,,,,,,,,,
9,2018,0.07698951264651449,0.08917682926829268,0.08104044504585776,0.09392534764576727,,,0.09641174338528452,0.0831659300924066,0.09543355566957414,0.07407407407407407,0.09053497942386832,,0.07957244655581948,0.09064327485380116,0.0847457627118644,0.09095502779181405,0.06906474820143885,,,0.06971153846153846,,0.14414414414414414,0.08948863636363637,0.08333333333333333,,0.0967741935483871,0.1056338028169014,0.10317460317460317,0.09004739336492891,0.13414634146341464,0.03896103896103896,0.109375,0.03571428571428571,0.1111111111111111,,0.07407407407407407,0.1875,1.0,0.12745098039215685,,0.07692307692307693,,0.125,,,,,,0.2,,,,,,,,,,
9,2019,0.08609184875049064,0.08549572521373931,0.07701585113714679,0.09521423202204961,0.08653674235651708,0.09263762989166482,0.07972079353416606,0.07914923291492329,,0.09537366548042704,0.07395498392282958,0.061062851303014816,0.046153846153846156,0.08982035928143713,0.012779552715654952,0.07171052631578947,0.07670454545454546,0.06092436974789916,0.07208588957055215,0.05339805825242718,0.08294930875576037,0.03787878787878788,0.0736,0.11065573770491803,0.07883817427385892,0.06837606837606838,0.1111111111111111,0.0967741935483871,,0.15942028985507245,0.05333333333333334,0.08695652173913043,0.07207207207207207,0.14,,0.12195121951219512,0.2,,0.08421052631578947,,0.09545454545454546,0.16666666666666666,0.0625,0.06,0.09090909090909091,,,,,,0.10526315789473684,,,0.3333333333333333,,,,,
9,2020,,0.08292363159619796,0.092820666866927,0.10582760016187778,0.08538380651945321,0.08338597599494631,0.0945945945945946,0.08098713938129996,0.08363858363858363,0.12222222222222222,0.0893216924110141,0.06783536585365854,0.06923076923076923,0.07888040712468193,0.046511627906976744,0.04715969989281887,0.05410821643286573,0.05244755244755245,0.08414239482200647,0.05263157894736842,0.06182795698924731,,0.06935483870967742,0.13333333333333333,0.10555555555555556,0.05714285714285714,0.1264591439688716,0.058823529411764705,0.0446927374301676,,0.08695652173913043,0.043478260869565216,0.10526315789473684,0.1111111111111111,0.16279069767441862,0.07692307692307693,,0.1,0.0761904761904762,,,,0.125,0.10256410256410256,0.041666666666666664,,,,0.2,0.0937636761487965,0.06153846153846154,0.038461538461538464,0.047619047619047616,,0.125,,,,
9,2021,0.08052529777053853,0.09665010418336271,,0.10452242446988178,0.08477471706171258,0.08609774626487718,0.09340162699608316,,0.09714599341383096,0.09844105797863023,0.08727895037079293,0.0789041095890411,0.06306306306306306,0.09242424242424242,0.04918032786885246,0.047752808988764044,0.08787878787878788,0.08390022675736962,0.09169550173010381,0.18518518518518517,0.07540983606557378,0.06666666666666667,0.08183306055646482,0.07692307692307693,0.10759493670886076,,,,0.1005586592178771,,0.1125,,,0.06896551724137931,0.06818181818181818,0.05434782608695652,,0.3333333333333333,0.09821428571428571,,0.06682867557715674,,0.04878048780487805,0.11764705882352941,0.07692307692307693,1.0,,1.0,,,,,0.3333333333333333,,0.25,,,,
9,2022,0.07373644126471267,,0.08278054173576561,,0.08356326369728025,0.07402266944251677,,0.0890658942795076,0.08463796477495107,,0.07792946530147896,0.08353688324377137,0.125,0.07396870554765292,0.09333333333333334,0.0967741935483871,0.09531129900076864,0.0896551724137931,0.08837772397094432,0.08823529411764706,0.07391304347826087,,,0.11650485436893204,0.0893854748603352,,0.09536784741144415,0.04878048780487805,0.09146341463414634,0.0625,,,0.11049723756906077,0.06666666666666667,0.1111111111111111,,0.25,,,,0.08388814913448735,0.16666666666666666,,0.08888888888888889,,,,,0.14285714285714285,,0.12903225806451613,0.16216216216216217,0.21428571428571427,,,,,,
10,1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2000,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2001,0.08333333333333333,0.16666666666666666,,,,,,,0.3333333333333333,,0.5,,,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,
10,2002,,,,,,,,,,,,,0.06666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2003,,,,,,,,,,,,,0.045454545454545456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2004,,,0.25,,,,0.5,,,1.0,,,,,,,,,,,,,,,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2005,,0.2,,,,,,,,,,,,,,,,0.16666666666666666,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2006,0.3333333333333333,,,,,,,0.25,0.3333333333333333,,,,,,0.10526315789473684,,,0.14285714285714285,,0.1,,,,,,,,,,,0.5,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,
10,2007,0.039473684210526314,0.08270676691729323,0.046875,,0.125,0.2,0.16666666666666666,,0.023809523809523808,0.16666666666666666,,0.5,,0.0425531914893617,0.029411764705882353,,,0.14084507042253522,,0.07547169811320754,0.09090909090909091,,,,,,,0.14583333333333334,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,0.07142857142857142,,,,,,,,,
10,2008,0.09503502893694792,0.09803921568627451,0.08276450511945392,0.10842433697347893,0.09155313351498638,0.08386790211451652,0.08945908460471567,0.09055310817425355,0.08864602307225258,0.10935910478128179,0.11031175059952038,0.07572209211553474,0.05739514348785872,0.11895424836601307,0.11395646606914213,,0.10412757973733583,0.078003120124805,0.09271523178807947,0.09078771695594126,0.08823529411764706,0.1386861313868613,0.10305343511450382,0.10931174089068826,0.1005586592178771,0.08977035490605428,0.09803921568627451,,0.17777777777777778,0.07888040712468193,0.05263157894736842,0.058823529411764705,0.07058823529411765,,,0.09259259259259259,0.15384615384615385,,0.1111111111111111,,,0.11538461538461539,0.14285714285714285,0.15789473684210525,0.029411764705882353,,,,,,,,,,,,,,
