,,Burglary/Breaking & Entering,All Other Larceny,Destruction/Damage/Vandalism of Property,Motor Vehicle Theft,Simple Assault,Shoplifting,Aggravated Assault,Intimidation,Theft From Building,Theft of Motor Vehicle Parts or Accessories,Robbery,Trespass of Real Property,Impersonation,Credit Card/Automated Teller Machine Fraud,"Family Offenses, Nonviolent",Drug/Narcotic Violations,Driving Under the Influence,False Pretenses/Swindle/Confidence Game,Weapon Law Violations,Bad Checks,Counterfeiting/Forgery,Prostitution,Stolen Property Offenses,Pocket-picking,Fondling,Drug Equipment Violations,Wire Fraud,Embezzlement,Rape,Liquor Law Violations,Sodomy,Curfew/Loitering/Vagrancy Violations,Arson,Purse-snatching,Sexual Assault With An Object,Kidnapping/Abduction,Peeping Tom,Welfare Fraud,Extortion/Blackmail,Incest,Identity Theft,Assisting or Promoting Prostitution,Murder & Nonnegligent Manslaughter,Pornography/Obscene Material,Theft From Coin-Operated Machine or Device,Negligent Manslaughter,Justifiable Homicide,Betting/Wagering,Statutory Rape,Theft From Motor Vehicle,Hacking/Computer Invasion,Animal Cruelty,Purchasing Prostitution,Drunkenness,"Human Trafficking, Commercial Sex Acts",Bribery,Operating/Promoting/Assisting Gambling,Gambling Equipment Violation,"Human Trafficking, Involuntary Servitude"
4,2008,0.07569296375266525,0.07756948933419522,0.07323663253697384,0.056682267290691625,0.07193460490463215,0.08529341886433832,0.06796116504854369,0.07391091532060695,0.07832422586520947,0.08341810783316378,0.09172661870503597,0.06869633099141297,0.08057395143487858,0.06601307189542484,0.05505761843790013,,0.04971857410881801,0.06708268330733229,0.08344370860927153,0.0774365821094793,0.08823529411764706,0.072992700729927,0.07251908396946564,0.05263157894736842,0.05027932960893855,0.10438413361169102,0.0784313725490196,,0.07407407407407407,0.061068702290076333,0.05263157894736842,0.08823529411764706,0.10588235294117647,,,0.018518518518518517,0.07692307692307693,,0.14814814814814814,0.5,0.3333333333333333,,0.17857142857142858,0.21052631578947367,0.08823529411764706,,,,0.14285714285714285,,,,,,,0.5,,,
4,2009,0.0817714631197098,0.077491601343785,0.08236403646651996,0.05709240729841083,0.08169291338582677,0.08537714021286441,0.07634470792365529,0.08296943231441048,0.0866783013379872,0.0641399416909621,,0.0674061433447099,0.09830508474576272,0.077733860342556,0.08562019758507135,0.09452054794520548,0.08407437348423606,0.10096153846153846,0.06965174129353234,,0.10682492581602374,0.06907894736842106,0.061946902654867256,,0.1,0.08835341365461848,0.0851063829787234,0.1144578313253012,0.06422018348623854,,,0.06611570247933884,0.1342281879194631,0.06172839506172839,,0.16666666666666666,0.125,,0.045454545454545456,,,0.043478260869565216,,0.06666666666666667,0.03333333333333333,,,,,,,,,,,,,,
4,2010,0.07078547035082272,0.07817197835237523,0.08723936613844871,0.07647058823529412,0.08292682926829269,0.08966273649574993,0.07262247838616714,0.08314298766560073,0.08075511274252753,0.09030470914127424,0.08222066057624737,0.08412017167381974,0.06157965194109773,,0.08896034297963558,0.10401381096245145,0.07296466973886329,0.08671586715867159,0.0774526678141136,0.10249671484888305,0.09363295880149813,,0.08823529411764706,0.13777777777777778,0.08900523560209424,,0.05357142857142857,0.05925925925925926,0.1111111111111111,0.07932011331444759,0.09090909090909091,,0.0625,0.07272727272727272,0.2,0.10869565217391304,,,0.058823529411764705,,0.2,,,0.18181818181818182,0.06896551724137931,,,,0.15384615384615385,,,,,,,,,,
4,2011,0.07734236888626989,0.06842206419373438,0.06951965065502183,0.08311688311688312,0.07632831086439335,0.07604562737642585,0.07575757575757576,0.07998012916045703,0.09306078536847767,0.07220447284345048,0.07318789584799437,0.08004268943436499,0.10683012259194395,0.09229466553767993,0.0858416945373467,0.09893364928909952,,0.050724637681159424,0.09344262295081968,0.08671586715867159,0.09841269841269841,0.12009803921568628,0.06302521008403361,0.05314009661835749,0.12138728323699421,0.13636363636363635,0.13253012048192772,0.096,0.052083333333333336,0.07253886010362694,0.07407407407407407,0.1038961038961039,0.04819277108433735,0.04918032786885246,0.125,0.1276595744680851,,,,,,0.16666666666666666,0.045454545454545456,0.09090909090909091,0.08823529411764706,,,,,,,,,,,,,,
4,2012,0.0642944410507025,0.08478057889822596,0.08508384819064431,0.07439587292967689,0.08464012866907922,0.0788099023393141,0.08406395048994326,0.08442265795206971,0.10302708443972385,0.09389671361502347,0.07867494824016563,0.0899581589958159,0.07946026986506746,0.10392441860465117,0.07884362680683311,0.10133843212237094,0.08569182389937106,0.08408408408408409,0.08897485493230174,0.06299212598425197,0.06606606606606606,0.02092050209205021,0.05687203791469194,0.08045977011494253,0.06707317073170732,0.08597285067873303,0.10619469026548672,0.06716417910447761,0.12396694214876033,0.10326086956521739,0.058823529411764705,0.09090909090909091,0.06756756756756757,0.02127659574468085,0.07692307692307693,0.08333333333333333,0.07692307692307693,0.1111111111111111,0.16,,0.1,0.08333333333333333,0.08333333333333333,0.07142857142857142,0.23809523809523808,,,,,,,,,,,,,,
4,2013,0.08167467398764584,0.0739459815546772,0.07237762237762238,0.07509974184463741,0.07600901454619954,0.0767533104462972,0.07774049217002237,0.08319914117015566,0.07020280811232449,0.06393328700486449,0.06308557151780138,0.07692307692307693,0.10323383084577115,0.09558823529411764,0.08454106280193237,0.08035714285714286,0.08288288288288288,0.0800942285041225,0.0762081784386617,0.09650924024640657,0.10335195530726257,0.07692307692307693,0.11065573770491803,0.043859649122807015,0.1103448275862069,0.07458563535911603,0.0392156862745098,0.10071942446043165,0.044642857142857144,0.060810810810810814,0.12903225806451613,0.10526315789473684,0.06896551724137931,0.08333333333333333,0.08333333333333333,0.044444444444444446,,,0.1,,0.058823529411764705,0.07692307692307693,0.05555555555555555,0.045454545454545456,0.06896551724137931,,,,,,,,,,,,,,
4,2014,,0.0857187794904058,0.08139130434782609,0.08986720029106786,0.08043478260869565,0.08224907063197026,0.08200795228628231,0.07739938080495357,0.07581227436823104,0.09548724656638326,0.07916402786573781,0.07900512070226774,,0.08970099667774087,0.06615214994487321,0.09257473481195758,0.09664694280078895,0.10718358038768529,0.08571428571428572,0.0682261208576998,0.04473684210526316,0.16428571428571428,0.04435483870967742,0.058823529411764705,0.07344632768361582,0.10362694300518134,0.0784313725490196,0.13071895424836602,0.07633587786259542,0.072,0.037037037037037035,0.047619047619047616,0.136986301369863,0.0625,0.09090909090909091,0.09090909090909091,,0.2,0.15,,0.0625,,0.17391304347826086,0.07692307692307693,0.1,,0.2,,0.14285714285714285,,,,,,,,,,
4,2015,0.07928355063874622,0.080078125,0.0859100785559084,0.08830364058869093,0.07730200833649109,0.0843319014243726,0.07315914489311164,0.07611940298507462,0.067926455566905,0.06153846153846154,0.07751937984496124,0.0858839652809502,0.1811188811188811,0.07974594213126324,,0.07192737430167598,0.1024390243902439,0.0736196319018405,0.08050847457627118,0.07894736842105263,0.09420289855072464,0.10725552050473186,0.10416666666666667,0.09359605911330049,0.061611374407582936,0.09444444444444444,0.10559006211180125,0.06451612903225806,0.11304347826086956,0.07207207207207207,0.034482758620689655,0.0851063829787234,0.05434782608695652,0.24242424242424243,,0.07692307692307693,0.07142857142857142,0.25,0.075,,,0.07692307692307693,0.038461538461538464,0.14285714285714285,,,,,,,,,,,,,,,
4,2016,0.0861041197509604,0.07936792961034297,0.07766529579247074,0.06994011976047904,0.07926940639269406,0.07402786442087753,0.06985128436232538,0.07428571428571429,0.07536382536382537,0.07132867132867132,0.08628461043142305,0.06638418079096045,0.10418375717801477,0.07153284671532846,0.09856035437430787,0.08190709046454768,0.08833619210977701,0.09018264840182648,0.06626506024096386,0.06458333333333334,0.08163265306122448,0.026128266033254157,0.08031088082901554,0.06217616580310881,0.10476190476190476,0.056338028169014086,0.057803468208092484,0.09523809523809523,0.10606060606060606,0.09090909090909091,0.15789473684210525,0.06451612903225806,0.0392156862745098,0.075,0.2,0.06779661016949153,,,0.07352941176470588,,0.11428571428571428,0.034482758620689655,0.1,,0.07142857142857142,,,,,,,,,,,,,,
4,2017,0.08228498074454428,0.06722830665543386,0.0829319686935581,0.0669365721997301,0.08081705150976909,0.07971470526536606,0.07341970946211229,0.08856607310215557,0.081296992481203,0.09763101220387653,0.09149902660609993,0.07751343054489639,0.11038961038961038,0.099932478055368,0.09200438116100766,0.06575857209957726,0.07530774800868936,0.09496124031007752,0.10727969348659004,0.10084033613445378,0.09523809523809523,0.01928374655647383,0.05656565656565657,0.09659090909090909,0.03816793893129771,0.05612244897959184,0.08835341365461848,0.06993006993006994,0.07614213197969544,0.14606741573033707,0.09836065573770492,0.13333333333333333,0.087248322147651,0.08333333333333333,0.05263157894736842,0.14102564102564102,,,0.08860759493670886,,0.08333333333333333,0.05555555555555555,0.07407407407407407,0.13636363636363635,0.11538461538461539,,0.3333333333333333,,0.25,,,,,,,,,,
4,2018,0.08574953732264035,0.07789634146341463,0.07848443843031123,0.08123932666504026,,,0.06959043131569409,0.07914825231016473,0.08260646485377117,0.07887517146776406,0.07054673721340388,,0.10095011876484561,0.07309941520467836,0.08700564971751412,0.07427993936331481,0.06906474820143885,,,0.09134615384615384,,,0.0625,0.08796296296296297,,0.08602150537634409,0.0528169014084507,0.07936507936507936,0.06635071090047394,0.06097560975609756,0.11688311688311688,0.09375,0.0625,0.05555555555555555,0.05,0.04938271604938271,0.0625,,0.08823529411764706,0.4,0.07692307692307693,,0.125,,,,,,,,,,,,,,,,
4,2019,0.07313881983514327,0.07619619019049048,0.08580289455547899,0.07366574793284891,0.0790273556231003,0.08290957329206279,0.08192505510653932,0.07670850767085077,,0.07188612099644127,0.08295819935691319,0.10756259580991313,0.19384615384615383,0.10350727117194183,0.21405750798722045,0.11118421052631579,0.08451704545454546,0.10609243697478991,0.10889570552147239,0.1941747572815534,0.0576036866359447,,0.0704,0.040983606557377046,0.0954356846473029,0.2564102564102564,0.0707070707070707,0.0967741935483871,,0.028985507246376812,0.08,0.08695652173913043,0.036036036036036036,0.06,,0.04878048780487805,0.06666666666666667,,0.07368421052631578,,0.051515151515151514,,0.03125,0.18,0.06060606060606061,,,,,,0.03508771929824561,,,,,,,,
4,2020,,0.08308751229105212,0.08531090417542805,0.07284500202347227,0.08054679284963197,0.06190777005685408,0.07094594594594594,0.072992700729927,0.05555555555555555,0.04984126984126984,0.07588985896574882,0.12690548780487804,0.046153846153846156,0.08396946564885496,0.09302325581395349,0.1264737406216506,0.09619238476953908,0.08216783216783216,0.10032362459546926,0.07894736842105263,0.06182795698924731,,0.08064516129032258,0.05333333333333334,0.05555555555555555,0.12857142857142856,0.08949416342412451,0.04411764705882353,0.0782122905027933,0.10344827586206896,0.13043478260869565,,0.04678362573099415,0.07407407407407407,0.046511627906976744,0.1,0.13333333333333333,0.2,0.10476190476190476,,,,0.0625,0.02564102564102564,0.041666666666666664,,0.5,,,0.08577680525164114,0.18461538461538463,0.11538461538461539,,0.25,,,,,
4,2021,,0.06940214778009296,,0.06605366860574216,0.07089472560324578,0.07520891364902507,0.07411871045495631,,0.06695938529088913,0.0719915922228061,0.0713063320022818,0.07068493150684932,0.11711711711711711,0.07727272727272727,0.03278688524590164,0.047752808988764044,0.08787878787878788,0.04081632653061224,0.06920415224913495,,0.11147540983606558,,0.06382978723404255,0.038461538461538464,0.05063291139240506,0.05405405405405406,,0.1111111111111111,0.0782122905027933,,0.075,,,0.1724137931034483,0.045454545454545456,0.05434782608695652,0.4,,0.08928571428571429,,0.08019441069258809,,0.04878048780487805,0.029411764705882353,,,,,,0.06932390442515804,,,0.03333333333333333,0.2,,1.0,,,
4,2022,0.08389106854373414,,0.07683803206191266,,0.0770595191170674,0.08558871154291002,,0.0829109341057205,0.0812133072407045,,0.06882821387940842,0.08402540302882266,0.05555555555555555,0.08392603129445235,0.05333333333333334,0.09216589861751152,0.07148347425057648,0.09137931034482759,0.08716707021791767,0.08823529411764706,0.09565217391304348,,,0.1262135922330097,0.08379888268156424,0.1,0.09536784741144415,0.04878048780487805,0.06707317073170732,0.0625,,0.16666666666666666,0.06629834254143646,0.06666666666666667,0.08888888888888889,,0.25,,,,0.09054593874833555,0.16666666666666666,,0.044444444444444446,0.15384615384615385,,,,0.14285714285714285,,0.06451612903225806,0.08108108108108109,,,,,,,
5,1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1998,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2000,,,,,,,,,,,,,,,0.125,,,,,,,,,,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2001,0.08333333333333333,,,,,,,,,,,,0.047619047619047616,0.14285714285714285,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
5,2004,,,,0.5,,,,,,,,,,,0.125,,,,,,0.3333333333333333,,,,0.14285714285714285,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,
5,2005,,,,,,,,0.25,,,,,0.017241379310344827,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2006,,0.10526315789473684,0.2,,,,,,,,,,,,0.05263157894736842,0.2,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,0.16666666666666666,,,,,,,,,
5,2007,0.039473684210526314,,,,,,,,0.047619047619047616,0.041666666666666664,,,,0.02127659574468085,0.029411764705882353,,,0.014084507042253521,,0.07547169811320754,,,,,0.1,,,0.08333333333333333,,,,,,,,,,,,,,,,,,,,,,0.014285714285714285,,,,,,,,,
5,2008,0.08406944867499239,0.09351432880844646,0.08447098976109214,0.07124284971398856,0.07901907356948229,0.0974103112378237,0.0769764216366158,0.07880567792462066,0.08257437765634487,0.07273652085452696,0.0803357314148681,0.0741608118657299,0.10375275938189846,0.08431372549019608,0.10243277848911651,,0.075046904315197,0.08268330733229329,0.07549668874172186,0.07610146862483311,0.08235294117647059,0.14233576642335766,0.06870229007633588,0.05668016194331984,0.09497206703910614,0.06889352818371608,0.09803921568627451,,0.1111111111111111,0.06615776081424936,0.10526315789473684,0.12745098039215685,0.047058823529411764,,0.2,0.1111111111111111,0.07692307692307693,,0.07407407407407407,0.5,,,0.07142857142857142,0.15789473684210525,0.058823529411764705,,,0.3333333333333333,,,,,,,,,,,
5,2009,0.07119105199516323,0.08062709966405375,0.08990883370009431,0.0673925838728664,0.08818897637795275,0.09093012494215641,0.10121457489878542,0.09170305676855896,0.08609656777196044,0.09037900874635568,,0.08447098976109214,0.09661016949152543,0.08300395256916997,0.09989023051591657,0.08858447488584476,0.07760711398544867,0.09455128205128205,0.07462686567164178,,0.0771513353115727,0.04276315789473684,0.05309734513274336,,0.06842105263157895,0.08634538152610442,0.1276595744680851,0.0783132530120482,0.08256880733944955,,0.2,0.09917355371900827,0.040268456375838924,0.07407407407407407,,0.05555555555555555,0.125,,0.18181818181818182,,0.25,0.08695652173913043,0.05,0.2,0.1,,,,,,,,,,,,,,
5,2010,0.0830487426265135,0.08719182200841852,0.08390325271059217,0.08935574229691877,0.08780487804878048,0.09075952837948999,0.10086455331412104,0.09639104613978985,0.08914525432616675,0.08033240997229917,0.08924806746310611,0.07811158798283262,0.06827309236947791,,0.08896034297963558,0.0880448856279672,0.06758832565284179,0.08487084870848709,0.08777969018932874,0.09198423127463863,0.0898876404494382,,0.10084033613445378,0.12444444444444444,0.09424083769633508,,0.10714285714285714,0.05925925925925926,0.10101010101010101,0.10764872521246459,0.18181818181818182,,0.08928571428571429,0.01818181818181818,0.2,0.08695652173913043,,,0.058823529411764705,,,0.125,0.1111111111111111,0.09090909090909091,0.06896551724137931,1.0,,,0.23076923076923078,,,,,,,,,,
5,2011,0.08367707719505009,0.08437439938497021,0.09187772925764193,0.09292929292929293,0.08862014274385409,0.08218777420298333,0.07800224466891134,0.08693492300049677,0.08821947283485745,0.08690095846645367,0.0752990851513019,0.08431163287086446,0.07355516637478109,0.0855207451312447,0.08918617614269789,0.08056872037914692,,0.05434782608695652,0.06229508196721312,0.09040590405904059,0.09523809523809523,0.11274509803921569,0.07563025210084033,0.05314009661835749,0.09248554913294797,0.040106951871657755,0.10843373493975904,0.064,0.07291666666666667,0.07772020725388601,,0.07792207792207792,0.04819277108433735,0.09836065573770492,,0.02127659574468085,0.14285714285714285,,,0.5,0.14285714285714285,0.05555555555555555,,0.09090909090909091,0.058823529411764705,,,,0.09090909090909091,,,,,,,,,,
5,2012,0.07330482590103848,0.09187675070028012,0.08861429832303619,0.07249524843877274,0.08604744672295939,0.07540313422666364,0.09798865394533264,0.08333333333333333,0.09506107275624004,0.0892018779342723,0.08143547273982056,0.08263598326359832,0.07796101949025487,0.07340116279069768,0.0735873850197109,0.07520713830465264,0.07861635220125786,0.08858858858858859,0.07736943907156674,0.1062992125984252,0.06006006006006006,0.20502092050209206,0.05687203791469194,0.08045977011494253,0.0975609756097561,0.05656108597285068,0.04424778761061947,0.05223880597014925,0.10743801652892562,0.07065217391304347,0.14705882352941177,0.10909090909090909,0.0945945945945946,0.14893617021276595,0.07692307692307693,0.05,0.15384615384615385,0.1111111111111111,0.12,,0.1,0.16666666666666666,0.25,0.07142857142857142,0.09523809523809523,,,,0.1111111111111111,,,,,,,,,,
5,2013,0.0973232669869595,0.09025032938076416,0.09318181818181819,0.08307908941563014,0.09076009014546199,0.08509073075036783,0.09228187919463088,0.09286097691894793,0.08216328653146125,0.05906879777623349,0.08307307932542161,0.08097165991902834,0.07711442786069651,0.07426470588235294,0.09903381642512077,0.06919642857142858,0.08648648648648649,0.08480565371024736,0.10780669144981413,0.06365503080082136,0.0893854748603352,0.11282051282051282,0.11475409836065574,0.08771929824561403,0.04827586206896552,0.07458563535911603,0.06862745098039216,0.05755395683453238,0.07142857142857142,0.12162162162162163,0.06451612903225806,0.10526315789473684,0.21839080459770116,0.08333333333333333,,0.06666666666666667,0.125,,0.1,,,0.11538461538461539,0.1111111111111111,0.09090909090909091,0.06896551724137931,1.0,,,,,,,,,,,,,
5,2014,0.08493342676944639,0.08744888329663417,0.09582608695652174,0.09932690558486447,0.08774703557312254,0.08945167286245354,0.0959244532803181,0.08565531475748193,0.08561113976276431,0.09025506867233486,0.08486383787207093,0.08119970738844184,,0.08803986710963455,0.11356119073869901,0.085824493731919,0.08579881656804733,0.07069555302166476,0.09591836734693877,0.07017543859649122,0.0868421052631579,0.08928571428571429,0.07258064516129033,0.07058823529411765,0.1016949152542373,0.09326424870466321,0.1568627450980392,0.0718954248366013,0.08396946564885496,0.064,0.2222222222222222,0.11904761904761904,0.0547945205479452,0.125,0.2727272727272727,0.03636363636363636,0.2222222222222222,0.2,0.05,0.3333333333333333,0.0625,,0.043478260869565216,0.07692307692307693,,,,,,,,,,,,,,,
5,2015,0.09179507441064139,0.09309895833333333,0.08724720040113655,0.07952491608572167,0.09094353921940129,0.08274926520461226,0.0845605700712589,0.09104477611940298,0.07660878447395301,0.07435897435897436,0.082687338501292,0.07903152124257652,0.05804195804195804,0.08327452364149612,,0.05726256983240224,0.07707317073170732,0.0785276073619632,0.08192090395480225,0.08333333333333333,0.06763285024154589,0.12618296529968454,0.0744047619047619,0.07389162561576355,0.0947867298578199,0.07222222222222222,0.08074534161490683,0.0967741935483871,0.05217391304347826,0.13513513513513514,0.10344827586206896,0.0851063829787234,0.07608695652173914,0.09090909090909091,0.5714285714285714,,0.14285714285714285,0.25,0.125,1.0,0.18181818181818182,0.07692307692307693,0.07692307692307693,,0.05555555555555555,,,0.5,,,,,,,,,,,
5,2016,0.09140283481255795,0.09391273119051895,0.08826320784561847,0.08215568862275449,0.08931506849315068,0.08442503639010189,0.08517350157728706,0.09476190476190476,0.079002079002079,0.08321678321678322,0.08306503541532517,0.096045197740113,0.06152584085315833,0.1,0.09302325581395349,0.0843520782396088,0.07890222984562607,0.0867579908675799,0.09036144578313253,0.0875,0.08454810495626822,0.040380047505938245,0.09067357512953368,0.09844559585492228,0.09523809523809523,0.08450704225352113,0.08092485549132948,0.047619047619047616,0.07575757575757576,0.11818181818181818,0.14035087719298245,0.22580645161290322,0.10784313725490197,0.075,0.1,0.15254237288135594,0.1111111111111111,,0.10294117647058823,,0.05714285714285714,0.06896551724137931,0.05,0.15384615384615385,,,,,,,,,,,,,,,
5,2017,0.08369704749679076,0.08508845829823083,0.08127633955448525,0.07152496626180836,0.09005328596802842,0.08181246066708622,0.09187279151943463,0.10028116213683223,0.08599624060150377,0.0732232591529074,0.08695652173913043,0.07776925044768483,0.08256029684601113,0.08642808912896692,0.08981380065717415,0.08454673555659935,0.09775524981897175,0.07364341085271318,0.09578544061302682,0.07352941176470588,0.06984126984126984,0.0743801652892562,0.10303030303030303,0.10795454545454546,0.09923664122137404,0.0663265306122449,0.08433734939759036,0.09090909090909091,0.08121827411167512,0.06741573033707865,0.09836065573770492,0.06666666666666667,0.053691275167785234,0.027777777777777776,0.05263157894736842,0.05128205128205128,,,0.05063291139240506,,0.125,0.2777777777777778,0.07407407407407407,0.045454545454545456,0.038461538461538464,,,,,,,,,,,,,,
5,2018,0.0904380012338063,0.08628048780487804,0.09502330476620058,0.07465235423273969,,,0.09568684305907937,0.08557653676175171,0.06618778860954336,0.07681755829903979,0.08348030570252793,,0.08432304038004751,0.09941520467836257,0.08700564971751412,0.09398686205154118,0.0985611510791367,,,0.09375,,0.08108108108108109,0.08948863636363637,0.0787037037037037,,0.11290322580645161,0.10915492957746478,0.10317460317460317,0.06635071090047394,0.07317073170731707,0.03896103896103896,0.078125,0.044642857142857144,0.027777777777777776,,0.1111111111111111,0.125,,0.08823529411764706,0.2,0.08653846153846154,,0.03125,,,,,,,,,,,,,,,,
5,2019,0.08177417244537485,0.08399580020998951,0.0864920744314266,0.07992984214482586,0.08760951188986232,0.07517134645147026,0.09698750918442321,0.09379358437935843,,0.08754448398576513,0.0752411575562701,0.0802248339294839,0.03076923076923077,0.1009409751924722,0.06389776357827476,0.07236842105263158,0.06818181818181818,0.07247899159663866,0.08742331288343558,0.08737864077669903,0.08525345622119816,0.015151515151515152,0.0816,0.06557377049180328,0.11618257261410789,0.05982905982905983,0.09764309764309764,0.043010752688172046,,0.057971014492753624,0.10666666666666667,0.043478260869565216,0.06306306306306306,0.1,,0.08943089430894309,0.06666666666666667,,0.08421052631578947,,0.09242424242424242,0.16666666666666666,0.125,0.02,0.030303030303030304,,0.5,,0.2,,0.03508771929824561,0.11764705882352941,,0.3333333333333333,,,,,
5,2020,,0.08030154047853164,0.08801441874436768,0.05726426547956293,0.08349106203995794,0.0540113708149084,0.08183183183183183,0.09975669099756691,0.06105006105006105,0.06031746031746032,0.07790463398253862,0.09603658536585366,0.1,0.10178117048346055,0.06976744186046512,0.1307609860664523,0.09519038076152304,0.08391608391608392,0.11812297734627832,0.05263157894736842,0.10483870967741936,,0.10483870967741936,0.08,0.05555555555555555,0.1,0.06031128404669261,0.058823529411764705,0.1005586592178771,0.2413793103448276,0.028985507246376812,0.043478260869565216,0.07017543859649122,0.1111111111111111,0.06976744186046512,0.03076923076923077,0.06666666666666667,0.5,0.10476190476190476,,,,0.08333333333333333,0.02564102564102564,0.041666666666666664,,0.5,,,0.07494529540481401,0.1076923076923077,0.07692307692307693,0.09523809523809523,0.5,0.125,,,,
5,2021,0.0866334113814517,0.06924186568360315,,0.06474010133233252,0.09352978859705317,0.09268169156748544,0.08044591744501356,,0.06476399560922064,0.07339288842179016,0.0849971477467199,0.08767123287671233,0.12612612612612611,0.06515151515151515,0.09836065573770492,0.05056179775280899,0.08888888888888889,0.05442176870748299,0.0847750865051903,0.037037037037037035,0.05573770491803279,,0.07364975450081833,0.05128205128205128,0.06962025316455696,,,0.08333333333333333,0.0670391061452514,0.14285714285714285,0.075,,,0.10344827586206896,0.13636363636363635,0.09782608695652174,0.4,,0.05357142857142857,,0.12636695018226002,0.2,0.04878048780487805,0.08823529411764706,0.07692307692307693,,,,,,,,0.2,,,,,,
5,2022,0.087352873297946,,0.0954947484798231,,0.09578242018131651,0.08165625722877631,,0.08110065170166546,0.07632093933463796,,0.07963594994311718,0.07962872496336101,0.08333333333333333,0.08108108108108109,0.08,0.08141321044546851,0.08608762490392007,0.08103448275862069,0.0847457627118644,0.08823529411764706,0.06521739130434782,,,0.13592233009708737,0.0670391061452514,,0.08991825613079019,0.0975609756097561,0.0975609756097561,0.125,,,0.09392265193370165,0.06666666666666667,0.08888888888888889,,,,,,0.09054593874833555,,,0.08888888888888889,,,,,0.14285714285714285,,0.11290322580645161,0.10810810810810811,,,0.16666666666666666,,,,
6,1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2000,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2001,,0.3333333333333333,0.5,,,,1.0,,,0.5,,,,,0.16666666666666666,,,,,0.3333333333333333,,,,,0.25,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2002,,,1.0,,,,,,,,,,0.06666666666666667,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
6,2004,,0.2,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2005,,0.4,,,,,,,,,,,,,0.125,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2006,,0.05263157894736842,0.2,,,,0.5,,,,,0.5,,0.1111111111111111,0.10526315789473684,,,,,0.1,0.5,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,0.5,,,,,,,,,
6,2007,0.02631578947368421,0.06766917293233082,0.015625,,0.041666666666666664,,,0.16666666666666666,0.047619047619047616,,,,0.03333333333333333,0.02127659574468085,0.11764705882352941,,,,,0.018867924528301886,0.045454545454545456,,,,0.2,,0.14285714285714285,0.125,0.1111111111111111,,,,,,,,,1.0,,,,,,,,,,,,0.04285714285714286,,,,,,,,,
